acquisition_id,user_id,channel,campaign_name,utm_source,utm_medium,acquisition_date,acquisition_cost
70445,1445,Organic Search,,google,organic,2024-06-10,
70446,1446,organic_search,,google,organic,2024-01-08,
70447,1447,Paid Social,Q1_Awareness,instagram,cpc,2024-01-31,37.55
70448,1448,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-05,41.21
70449,1449,Paid Social,Q2_Scale,instagram,cpc,2024-06-19,34.23
70450,1450,paid_social,Q2_Conversion,instagram,cpc,2024-01-22,44.65
70451,1451,Paid Social,Q2_Conversion,instagram,cpc,2024-05-23,60.55
70452,1452,Referral,,referral,referral,2024-01-24,9.74
70453,1453,Paid Social,Q2_Scale,instagram,cpc,2024-02-25,40.91
70454,1454,Paid Social,Q3_Retention_Push,facebook,cpc,2024-02-03,42.13
70455,1455,Referral,,referral,referral,2024-02-18,5.33
70456,1456,Referral,,referral,referral,2024-05-28,6.77
70457,1457,Paid Social,Q2_Conversion,instagram,cpc,2024-05-29,37.71
70458,1458,Paid Social,Q1_Retarget,facebook,cpc,2024-06-28,58.86
70459,1459,Organic Search,,,,2024-04-29,
70460,1460,Referral,,referral,referral,2024-04-05,7.96
70461,1461,Paid Social,Q1_Awareness,instagram,cpc,2024-01-03,46.68
70462,1462,Referral,,referral,referral,2024-04-29,7.41
70463,1463,Direct,,,,2024-05-01,
70464,1464,Paid Social,Q3_Retention_Push,instagram,cpc,2024-02-29,31.66
70465,1465,Direct,,,,2024-02-11,
70466,1466,Organic Search,,google,organic,2024-05-25,
70467,1467,Paid Social,Q2_Scale,facebook,cpc,2024-02-06,55.56
70468,1468,Direct,,,,2024-01-21,
70469,1469,Organic Search,,,,2024-02-10,
70470,1470,Direct,,,,2024-06-29,
70471,1471,Paid Social,Q3_Retention_Push,facebook,cpc,2024-03-13,40.91
70472,1472,Organic Search,,google,organic,2024-05-30,
70473,1473,Paid Social,Q1_Retarget,facebook,cpc,2024-01-01,47.47
70474,1474,Paid Social,Q1_Awareness,instagram,cpc,2024-03-18,42.75
70475,1475,Paid Social,Q1_Awareness,facebook,cpc,2024-05-03,50.86
70476,1476,Paid Social,Q2_Scale,instagram,cpc,2024-01-22,33.57
70477,1477,Direct,,,,2024-05-27,
70478,1478,Paid Social,Q1_Awareness,facebook,cpc,2024-06-11,42.51
70479,1479,Paid Social,Q2_Conversion,instagram,cpc,2024-04-03,53.47
70480,1480,Direct,,,,2024-03-27,
70481,1481,Organic Search,,google,organic,2024-04-28,
70482,1482,Direct,,,,2024-03-27,
70483,1483,Organic Search,,,,2024-03-17,
70484,1484,Organic Search,,google,organic,2024-02-02,
70485,1485,Direct,,,,2024-05-14,
70486,1486,Paid Social,Q3_Retention_Push,instagram,cpc,2024-06-12,61.97
70487,1487,Referral,,,,2024-04-20,10.86
70488,1488,Paid Social,Q1_Retarget,instagram,cpc,2024-01-13,63.39
70489,1489,Paid Social,Q2_Conversion,facebook,cpc,2024-06-20,41.4
70490,1490,Referral,,referral,referral,2024-04-16,7.04
70491,1491,Paid Social,Q2_Conversion,instagram,cpc,2024-01-05,62.04
70492,1492,Organic Search,,google,organic,2024-06-11,
70493,1493,Referral,,referral,referral,2024-04-23,8.14
70494,1494,Paid Social,Q1_Awareness,facebook,cpc,2024-01-09,40.18
70495,1495,Direct,,,,2024-05-15,
70496,1496,Paid Social,Q3_Retention_Push,facebook,cpc,2024-05-24,30.61
70497,1497,Direct,,,,2024-05-17,
70498,1498,Paid Social,Q1_Retarget,facebook,cpc,2024-02-15,58.57
70499,1499,Organic Search,,google,organic,2024-04-17,
70500,1500,Organic Search,,google,organic,2024-05-16,
70501,1501,Paid Social,Q3_Retention_Push,instagram,cpc,2024-02-15,44.89
70502,1502,Organic Search,,google,organic,2024-06-16,
70503,1503,Paid Social,Q2_Scale,facebook,cpc,2024-04-14,38.97
70504,1504,Organic Search,,google,organic,2024-01-06,
70505,1505,Paid Social,Q1_Awareness,instagram,cpc,2024-03-02,37.82
70506,1506,Referral,,,,2024-04-28,6.5
70507,1507,Paid Social,Q2_Conversion,instagram,cpc,2024-01-29,35.03
70508,1508,Paid Social,Q2_Scale,facebook,cpc,2024-01-09,40.2
70509,1509,Referral,,referral,referral,2024-05-17,8.65
70510,1510,Organic Search,,google,organic,2024-01-16,
70511,1511,Paid Social,Q1_Retarget,instagram,cpc,2024-02-01,61.09
70512,1512,Paid Social,Q3_Retention_Push,facebook,cpc,2024-06-17,61.25
70513,1513,Direct,,,,2024-06-30,
70514,1514,Referral,,referral,referral,2024-05-25,6.93
70515,1515,Direct,,,,2024-03-15,
70516,1516,Referral,,referral,referral,2024-06-26,7.1
70517,1517,Organic Search,,google,organic,2024-02-07,
70518,1518,Organic Search,,google,organic,2024-02-13,
70519,1519,Paid Social,Q3_Retention_Push,facebook,cpc,2024-05-04,59.96
70520,1520,Paid Social,Q2_Scale,facebook,cpc,2024-03-20,32.31
70521,1521,Paid Social,Q1_Retarget,facebook,cpc,2024-04-27,57.17
70522,1522,Referral,,referral,referral,2024-01-26,7.87
70523,1523,Organic Search,,,,2024-01-15,
70524,1524,Referral,,referral,referral,2024-04-26,9.38
70525,1525,Paid Social,Q1_Awareness,instagram,cpc,2024-02-03,37.51
70526,1526,Referral,,referral,referral,2024-01-14,7.3
70527,1527,Direct,,,,2024-05-30,
70528,1528,Paid Social,Q2_Scale,instagram,cpc,2024-04-23,63.49
70529,1529,Direct,,,,2024-04-14,
70530,1530,Paid Social,Q1_Retarget,facebook,cpc,2024-05-16,40.08
70531,1531,Paid Social,Q2_Conversion,instagram,cpc,2024-03-22,61.99
70532,1532,Paid Social,Q2_Conversion,instagram,cpc,2024-04-23,53.13
70533,1533,Organic Search,,google,organic,2024-05-08,
70534,1534,Direct,,,,2024-02-09,0.98
70535,1535,Paid Social,Q1_Awareness,facebook,cpc,2024-05-12,36.9
70536,1536,Paid Social,Q2_Conversion,instagram,cpc,2024-03-18,39.2
70537,1537,Direct,,,,2024-04-10,0.71
70538,1538,Referral,,,,2024-03-11,7.82
70539,1539,Organic Search,,google,organic,2024-01-07,
70540,1540,Paid Social,Q2_Scale,instagram,cpc,2024-04-22,60.91
70541,1541,Organic Search,,,,2024-01-12,
70542,1542,Organic Search,,google,organic,2024-01-15,
70543,1543,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-19,42.05
70544,1544,organic_search,,google,organic,2024-05-23,
70545,1545,Paid Social,Q3_Retention_Push,facebook,cpc,2024-02-05,41.15
70546,1546,Organic Search,,google,organic,2024-04-24,
70547,1547,Direct,,,,2024-06-29,
70548,1548,Paid Social,Q3_Retention_Push,instagram,cpc,2024-05-04,59.9
70549,1549,Organic Search,,google,organic,2024-05-09,
70550,1550,Paid Social,Q1_Awareness,facebook,cpc,2024-05-24,52.84
70551,1551,Direct,,,,2024-04-29,
70552,1552,Organic Search,,google,organic,2024-02-08,
70553,1553,Referral,,referral,referral,2024-04-12,10.46
70554,1554,Referral,,referral,referral,2024-02-27,7.43
70555,1555,Direct,,,,2024-05-27,
70556,1556,Organic Search,,google,organic,2024-05-18,
70557,1557,Paid Social,Q3_Retention_Push,facebook,cpc,2024-04-18,51.04
70558,1558,Paid Social,Q1_Awareness,instagram,cpc,2024-04-06,51.14
70559,1559,Paid Social,Q2_Conversion,facebook,cpc,2024-04-12,61.81
70560,1560,Paid Social,Q3_Retention_Push,facebook,cpc,2024-02-23,35.43
70561,1561,Paid Social,Q1_Retarget,instagram,cpc,2024-01-24,31.38
70562,1562,Referral,,referral,referral,2024-04-17,7.93
70563,1563,Paid Social,Q2_Conversion,facebook,cpc,2024-06-15,48.69
70564,1564,Organic Search,,,,2024-03-11,
70565,1565,Direct,,,,2024-04-30,
70566,1566,Paid Social,Q1_Retarget,instagram,cpc,2024-02-10,30.16
70567,1567,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-29,41.34
70568,1568,Paid Social,Q2_Conversion,facebook,cpc,2024-01-08,32.88
70569,1569,Direct,,,,2024-06-02,1.49
70570,1570,Referral,,referral,referral,2024-01-29,5.66
70571,1571,Organic Search,,google,organic,2024-04-30,
70572,1572,Paid Social,Q2_Scale,facebook,cpc,2024-05-26,54.97
70573,1573,Paid Social,Q2_Scale,facebook,cpc,2024-04-13,51.83
70574,1574,Organic Search,,google,organic,2024-04-28,
70575,1575,Direct,,,,2024-04-05,
70576,1576,Organic Search,,google,organic,2024-01-04,
70577,1577,Organic Search,,google,organic,2024-03-29,
70578,1578,Paid Social,Q2_Scale,facebook,cpc,2024-05-19,36.83
70579,1579,Paid Social,Q1_Awareness,facebook,cpc,2024-05-04,47.27
70580,1580,Paid Social,Q3_Retention_Push,instagram,cpc,2024-04-03,46.42
70581,1581,Paid Social,Q2_Scale,facebook,cpc,2024-03-16,31.26
70582,1582,Direct,,,,2024-05-10,
70583,1583,Paid Social,Q2_Scale,facebook,cpc,2024-05-15,63.9
70584,1584,Direct,,,,2024-01-26,
70585,1585,Direct,,,,2024-06-05,
70586,1586,Paid Social,Q3_Retention_Push,instagram,cpc,2024-04-29,44.18
70587,1587,Referral,,,,2024-06-05,8.13
70588,1588,Paid Social,Q2_Scale,instagram,cpc,2024-03-03,55.54
70589,1589,Paid Social,Q3_Retention_Push,facebook,cpc,2024-03-11,64.5
70590,1590,Paid Social,Q1_Awareness,instagram,cpc,2024-06-21,35.76
70591,1591,Paid Social,Q3_Retention_Push,instagram,cpc,2024-04-22,50.36
70592,1592,Organic Search,,google,organic,2024-01-11,
70593,1593,Organic Search,,,,2024-02-27,
70594,1594,Organic Search,,google,organic,2024-06-19,
70595,1595,Paid Social,Q1_Retarget,instagram,cpc,2024-03-11,37.26
70596,1596,Referral,,referral,referral,2024-01-26,10.1
70597,1597,Referral,,referral,referral,2024-06-30,7.14
70598,1598,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-28,41.58
70599,1599,Organic Search,,google,organic,2024-06-21,
70600,1600,Organic Search,,google,organic,2024-05-26,
70601,1601,Organic Search,,google,organic,2024-01-07,
70602,1602,Organic Search,,,,2024-04-26,
70603,1603,organic_search,,google,organic,2024-01-13,
70604,1604,Paid Social,Q1_Awareness,instagram,cpc,2024-03-30,34.77
70605,1605,Referral,,referral,referral,2024-03-19,8.62
70606,1606,paid social,Q1_Retarget,facebook,cpc,2024-02-21,50.53
70607,1607,Referral,,referral,referral,2024-03-23,7.66
70608,1608,Organic Search,,google,organic,2024-05-17,
70609,1609,Direct,,,,2024-02-07,
70610,1610,Organic Search,,google,organic,2024-01-22,
70611,1611,Direct,,,,2024-02-27,
70612,1612,Paid Social,Q1_Retarget,instagram,cpc,2024-03-16,31.98
70613,1613,Organic Search,,google,organic,2024-05-12,
70614,1614,Direct,,,,2024-03-08,
70615,1615,Paid Social,Q1_Awareness,instagram,cpc,2024-02-04,59.72
70616,1616,Referral,,referral,referral,2024-05-09,9.6
70617,1617,Organic Search,,google,organic,2024-06-14,
70618,1618,Paid Social,Q2_Conversion,instagram,cpc,2024-05-07,37.01
70619,1619,Paid Social,Q2_Conversion,instagram,cpc,2024-05-02,31.93
70620,1620,Organic Search,,google,organic,2024-01-08,
70621,1621,Referral,,referral,referral,2024-03-20,7.65
70622,1622,Paid Social,Q1_Retarget,facebook,cpc,2024-05-18,41.14
70623,1623,Paid Social,Q2_Conversion,instagram,cpc,2024-01-19,33.49
70624,1624,Direct,,,,2024-01-08,
70625,1625,Paid Social,Q2_Conversion,facebook,cpc,2024-04-07,30.29
70626,1626,Referral,,referral,referral,2024-05-07,7.33
70627,1627,Paid Social,Q1_Awareness,instagram,cpc,2024-01-25,57.74
70628,1628,Direct,,,,2024-01-01,
70629,1629,Organic Search,,google,organic,2024-02-14,
70630,1630,Paid Social,Q2_Conversion,facebook,cpc,2024-05-26,38.58
70631,1631,Organic Search,,google,organic,2024-01-10,
70632,1632,organic_search,,google,organic,2024-06-23,
70633,1633,Paid Social,Q1_Awareness,facebook,cpc,2024-06-17,30.96
70634,1634,Organic Search,,google,organic,2024-02-06,
70635,1635,Referral,,referral,referral,2024-06-17,11.61
70636,1636,Referral,,referral,referral,2024-05-24,10.59
70637,1637,Paid Social,Q1_Awareness,facebook,cpc,2024-02-20,60.32
70638,1638,Referral,,referral,referral,2024-05-23,10.49
70639,1639,Paid Social,Q2_Scale,instagram,cpc,2024-01-11,37.88
70640,1640,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-13,33.51
70641,1641,Referral,,referral,referral,2024-06-24,10.31
70642,1642,Paid Social,Q1_Retarget,facebook,cpc,2024-01-26,35.47
70643,1643,Paid Social,Q2_Conversion,instagram,cpc,2024-06-12,47.18
70644,1644,Referral,,referral,referral,2024-03-02,11.77
70645,1645,Referral,,,,2024-04-12,10.02
70646,1646,Paid Social,Q1_Retarget,facebook,cpc,2024-06-30,52.04
70647,1647,Paid Social,Q2_Scale,instagram,cpc,2024-01-03,44.21
70648,1648,Paid Social,Q1_Awareness,facebook,cpc,2024-01-03,46.79
70649,1649,Direct,,,,2024-01-30,1.66
70650,1650,Paid Social,Q3_Retention_Push,facebook,cpc,2024-06-26,30.15
70651,1651,Paid Social,Q1_Awareness,facebook,cpc,2024-02-21,46.58
70652,1652,Referral,,referral,referral,2024-01-29,10.28
70653,1653,Paid Social,Q1_Retarget,facebook,cpc,2024-04-04,34.04
70654,1654,Direct,,,,2024-01-04,
70655,1655,Paid Social,Q2_Scale,instagram,cpc,2024-01-15,33.6
70656,1656,Paid Social,Q2_Conversion,instagram,cpc,2024-04-22,57.53
70657,1657,Paid Social,Q1_Retarget,facebook,cpc,2024-02-06,42.3
70658,1658,Organic Search,,google,organic,2024-02-13,
70659,1659,Paid Social,Q2_Scale,instagram,cpc,2024-04-09,43.05
70660,1660,Referral,,referral,referral,2024-05-01,5.49
70661,1661,Organic Search,,google,organic,2024-06-05,
70662,1662,Paid Social,Q1_Awareness,instagram,cpc,2024-04-02,48.46
70663,1663,Organic Search,,google,organic,2024-04-04,
70664,1664,Organic Search,,google,organic,2024-02-02,
70665,1665,Paid Social,Q1_Awareness,instagram,cpc,2024-04-09,45.79
70666,1666,Organic Search,,google,organic,2024-02-18,
70667,1667,Direct,,,,2024-04-14,
70668,1668,Paid Social,Q1_Awareness,facebook,cpc,2024-06-08,48.52
70669,1669,Referral,,referral,referral,2024-04-23,7.07
70670,1670,Direct,,,,2024-05-27,
70671,1671,Direct,,,,2024-05-04,
70672,1672,Paid Social,Q3_Retention_Push,facebook,cpc,2024-01-22,63.51
70673,1673,Referral,,referral,referral,2024-04-01,5.3
70674,1674,Paid Social,Q2_Conversion,facebook,cpc,2024-04-24,34.38
70675,1675,Direct,,,,2024-01-31,
70676,1676,Direct,,,,2024-03-04,
70677,1677,Referral,,referral,referral,2024-05-01,5.54
70678,1678,Paid Social,Q2_Scale,instagram,cpc,2024-01-06,31.36
70679,1679,Organic Search,,google,organic,2024-02-04,
70680,1680,Referral,,,,2024-03-23,5.61
70681,1681,Paid Social,Q2_Scale,facebook,cpc,2024-05-31,33.79
70682,1682,Organic Search,,google,organic,2024-02-12,
70683,1683,Paid Social,Q2_Conversion,instagram,cpc,2024-06-17,31.8
70684,1684,Organic Search,,,,2024-01-05,
70685,1685,Organic Search,,google,organic,2024-03-26,
70686,1686,Paid Social,Q3_Retention_Push,instagram,cpc,2024-03-07,41.5
70687,1687,Referral,,referral,referral,2024-03-22,5.54
70688,1688,Paid Social,Q1_Awareness,instagram,cpc,2024-01-17,39.75
70689,1689,Direct,,,,2024-03-28,
70690,1690,Paid Social,Q1_Retarget,instagram,cpc,2024-03-25,39.76
70691,1691,Paid Social,Q2_Conversion,instagram,cpc,2024-01-24,30.61
70692,1692,Direct,,,,2024-06-09,
70693,1693,Organic Search,,google,organic,2024-06-22,
70694,1694,Organic Search,,google,organic,2024-05-18,
70695,1695,Organic Search,,google,organic,2024-02-28,
70696,1696,Organic Search,,,,2024-03-05,
70697,1697,Direct,,,,2024-02-11,1.93
70698,1698,Referral,,,,2024-04-24,11.42
70699,1699,Direct,,,,2024-06-04,
70700,1700,Direct,,,,2024-03-17,1.85
70701,1701,Paid Social,Q1_Awareness,instagram,cpc,2024-04-14,52.45
70702,1702,Paid Social,Q3_Retention_Push,facebook,cpc,2024-04-28,38.97
70703,1703,Direct,,,,2024-04-07,
70704,1704,Organic Search,,,,2024-01-05,
70705,1705,Organic Search,,,,2024-05-04,
70706,1706,Paid Social,Q1_Retarget,facebook,cpc,2024-01-28,35.51
70707,1707,Direct,,,,2024-04-16,
70708,1708,organic search,,google,organic,2024-06-02,
70709,1709,Paid Social,Q2_Scale,instagram,cpc,2024-05-01,52.5
70710,1710,Paid Social,Q1_Retarget,instagram,cpc,2024-03-21,53.15
70711,1711,Organic Search,,google,organic,2024-02-02,
70712,1712,Direct,,,,2024-03-04,
70713,1713,Organic Search,,,,2024-05-05,
70714,1714,Direct,,,,2024-03-11,0.79
70715,1715,Direct,,,,2024-06-07,
70716,1716,Organic Search,,google,organic,2024-06-14,
70717,1717,Referral,,referral,referral,2024-05-09,5.85
70718,1718,paid social,Q2_Conversion,instagram,cpc,2024-03-16,45.12
70719,1719,Referral,,,,2024-02-07,8.45
70720,1720,Direct,,,,2024-02-20,
70721,1721,Paid Social,Q2_Scale,facebook,cpc,2024-03-24,57.22
70722,1722,Referral,,referral,referral,2024-04-11,7.92
70723,1723,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-15,56.44
70724,1724,Direct,,,,2024-03-01,
70725,1725,Direct,,,,2024-05-19,
70726,1726,Organic Search,,google,organic,2024-04-24,
70727,1727,Direct,,,,2024-06-27,
70728,1728,Organic Search,,google,organic,2024-03-23,
70729,1729,Paid Social,Q1_Retarget,instagram,cpc,2024-06-27,30.65
70730,1730,Paid Social,Q2_Conversion,facebook,cpc,2024-01-21,34.04
70731,1731,Direct,,,,2024-06-08,
70732,1732,Direct,,,,2024-03-24,
70733,1733,Paid Social,Q3_Retention_Push,instagram,cpc,2024-01-29,57.62
70734,1734,Referral,,referral,referral,2024-06-21,11.11
70735,1735,paid_social,Q1_Retarget,facebook,cpc,2024-03-05,38.68
70736,1736,Referral,,referral,referral,2024-04-27,11.17
70737,1737,Referral,,referral,referral,2024-06-19,9.28
70738,1738,Referral,,referral,referral,2024-03-11,8.25
70739,1739,Paid Social,Q1_Retarget,facebook,cpc,2024-06-14,41.53
70740,1740,Referral,,referral,referral,2024-01-09,5.9
70741,1741,Paid Social,Q1_Retarget,instagram,cpc,2024-06-11,44.64
70742,1742,Organic Search,,google,organic,2024-05-28,
70743,1743,organic search,,google,organic,2024-06-22,
70744,1744,Paid Social,Q1_Awareness,instagram,cpc,2024-01-12,41.28
70745,1745,Organic Search,,google,organic,2024-01-07,
70746,1746,Paid Social,Q1_Awareness,instagram,cpc,2024-04-21,55.46
70747,1747,Paid Social,Q3_Retention_Push,instagram,cpc,2024-06-02,34.48
70748,1748,Paid Social,Q1_Retarget,facebook,cpc,2024-06-12,36.37
70749,1749,Paid Social,Q1_Retarget,facebook,cpc,2024-06-21,61.47
70750,1750,Paid Social,Q1_Awareness,facebook,cpc,2024-03-26,35.9
70751,1751,Organic Search,,google,organic,2024-06-09,
70752,1752,Direct,,,,2024-02-22,
70753,1753,Paid Social,Q3_Retention_Push,instagram,cpc,2024-05-27,51.35
70754,1754,Paid Social,Q2_Conversion,instagram,cpc,2024-03-26,58.94
70755,1755,Paid Social,Q3_Retention_Push,facebook,cpc,2024-03-30,39.02
70756,1756,Organic Search,,google,organic,2024-02-18,
70757,1757,Referral,,referral,referral,2024-03-19,11.3
70758,1758,Paid Social,Q1_Awareness,instagram,cpc,2024-01-08,32.09
70759,1759,Paid Social,Q2_Scale,instagram,cpc,2024-04-18,53.34
70760,1760,Referral,,,,2024-05-30,9.31
70761,1761,Paid Social,Q1_Retarget,instagram,cpc,2024-01-08,44.38
70762,1762,Organic Search,,,,2024-06-07,
70763,1763,Referral,,referral,referral,2024-01-23,10.8
70764,1764,Paid Social,Q2_Conversion,facebook,cpc,2024-03-27,36.38
70765,1765,Referral,,referral,referral,2024-04-15,7.34
70766,1766,Organic Search,,google,organic,2024-02-16,
70767,1767,Paid Social,Q1_Retarget,instagram,cpc,2024-01-31,48.99
70768,1768,Paid Social,Q3_Retention_Push,instagram,cpc,2024-04-19,55.23
70769,1769,organic_search,,google,organic,2024-06-16,
70770,1770,Paid Social,Q1_Retarget,facebook,cpc,2024-04-23,64.21
70771,1771,Paid Social,Q1_Retarget,facebook,cpc,2024-04-03,42.21
70772,1772,Referral,,referral,referral,2024-01-09,8.06
70773,1773,Paid Social,Q2_Conversion,instagram,cpc,2024-05-09,32.1
70774,1774,Paid Social,Q1_Awareness,facebook,cpc,2024-04-24,45.63
70775,1775,Paid Social,Q1_Retarget,facebook,cpc,2024-01-30,53.73
70776,1776,Referral,,referral,referral,2024-05-10,10.82
70777,1777,Direct,,,,2024-03-03,1.66
70778,1778,Paid Social,Q2_Scale,instagram,cpc,2024-05-21,36.44
70779,1779,Paid Social,Q2_Conversion,facebook,cpc,2024-01-18,56.66
70780,1780,Referral,,referral,referral,2024-04-02,9.76
70781,1781,Referral,,referral,referral,2024-01-08,9.38
70782,1782,Organic Search,,google,organic,2024-02-02,
70783,1783,Referral,,referral,referral,2024-05-13,9.68
70784,1784,Paid Social,Q3_Retention_Push,facebook,cpc,2024-01-11,37.26
70785,1785,Direct,,,,2024-06-03,
70786,1786,Paid Social,Q1_Awareness,instagram,cpc,2024-01-24,47.9
70787,1787,Direct,,,,2024-03-14,
70788,1788,Organic Search,,google,organic,2024-03-19,
70789,1789,Paid Social,Q1_Awareness,facebook,cpc,2024-02-05,49.46
70790,1790,Paid Social,Q2_Scale,facebook,cpc,2024-04-28,30.24
70791,1791,paid_social,Q3_Retention_Push,facebook,cpc,2024-06-11,30.2
70792,1792,Paid Social,Q2_Scale,facebook,cpc,2024-05-25,33.86
70793,1793,Paid Social,Q1_Retarget,instagram,cpc,2024-04-10,54.05
70794,1794,Paid Social,Q1_Retarget,facebook,cpc,2024-05-20,64.1
70795,1795,Organic Search,,google,organic,2024-05-05,
70796,1796,Organic Search,,google,organic,2024-01-14,
70797,1797,Paid Social,Q2_Conversion,instagram,cpc,2024-06-24,34.46
70798,1798,Referral,,referral,referral,2024-03-02,10.04
70799,1799,Referral,,,,2024-05-21,6.4
70800,1800,Referral,,referral,referral,2024-01-24,7.2
70801,1801,Paid Social,Q1_Awareness,instagram,cpc,2024-02-26,38.02
70802,1802,Referral,,referral,referral,2024-03-19,5.81
70803,1803,Organic Search,,google,organic,2024-04-23,
70804,1804,Organic Search,,,,2024-06-21,
70805,1805,Direct,,,,2024-06-04,
70806,1806,Paid Social,Q2_Conversion,instagram,cpc,2024-02-23,30.25
70807,1807,Organic Search,,google,organic,2024-04-30,
70808,1808,Referral,,referral,referral,2024-03-29,9.44
70809,1809,Organic Search,,,,2024-02-28,
70810,1810,Paid Social,Q3_Retention_Push,instagram,cpc,2024-04-07,64.72
70811,1811,Paid Social,Q2_Scale,facebook,cpc,2024-05-14,33.8
70812,1812,Referral,,referral,referral,2024-03-20,11.57
70813,1813,Referral,,,,2024-04-30,10.54
70814,1814,Paid Social,Q1_Retarget,instagram,cpc,2024-01-26,62.01
70815,1815,Organic Search,,google,organic,2024-02-09,
